PEType,bytes_on_last_page,max_extra_paragraphs,init_sp_value,SizeofStackReserve,LoaderFlags,text_PointerToRelocations,registry_read,registry_write,registry_delete,network_dns,network_http,network_connections,processes_suspicious,processes_monitored,total_procsses,files_malicious,files_suspicious,files_text,files_unknown,dlls_calls,apis,Malware
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,585.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,40.0,0.0,3.0,2.0,0.0,2.0,7.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,1.0,0.0,10.0,0.0,15.0,27.0,0.0,0.0,3.0,19.0,3.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,3.0,1.0,0.0,0.0,14.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,543.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,5.0,0.0,0.0,2.0,0.0,1.0,19.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000200000,0x00000000,0x00000000,705.0,3.0,2.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,121.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0,0,899.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,45.0,0.0,3.0,1.0,0.0,0.0,0.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x00001000,0x00000000,0x00000000,0.0,117.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,0.0,12.0,46.0,0
PE32,0x0090,0xFFFF,0x00B8,0x0000000000200000,0x00000000,0x00000000,592.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,28.0,0.0,3.0,1.0,0.0,3.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,899.0,0.0,2.0,0.0,0.0,11.0,0.0,29.0,27.0,0.0,0.0,3.0,0.0,19.0,1.0,0
PE32,0x0000,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2.0,3.0,0.0,0.0,19.0,0
PE32,0x0050,0xFFFF,0x00B8,1048576,0,0,8.0,2.0,2.0,0.0,0.0,12.0,0.0,15.0,39.0,0.0,0.0,3.0,0.0,2.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,34.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,27.0,4.0,3.0,0.0,0.0,2.0,14.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,808.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,0.0,0.0,0.0,0.0,3.0,6.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00200000,0,0x00000000,0.0,0.0,1.0,0.0,0.0,8.0,0.0,15.0,42.0,0.0,3.0,1.0,0.0,0.0,23.0,0
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,471.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,33.0,0.0,0.0,3.0,0.0,1.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0x00000000,263.0,2.0,0.0,0.0,0.0,11.0,0.0,11.0,25.0,0.0,2.0,0.0,0.0,3.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,899.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,0.0,3.0,0.0,0.0,0.0,17.0,0
PE32+,0x0090,0xFFFF,0x008B,1048576,0x00000000,0x00000000,870.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,0.0,3.0,2.0,0.0,1.0,953.0,0
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0x00000000,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,3.0,3.0,0.0,25.0,21.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,889.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,4.0,2.0,3.0,0.0,19.0,21.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00040000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,43.0,0.0,2.0,0.0,0.0,2.0,20.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,755.0,1.0,2.0,0.0,0.0,11.0,0.0,4.0,29.0,0.0,3.0,2.0,0.0,2.0,0.0,0
PE32+,0x0078,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,824.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,2.0,326.0,0
PE32,0x0050,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,853.0,2.0,1.0,0.0,0.0,11.0,0.0,0.0,35.0,0.0,0.0,139.0,0.0,11.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,3.0,3.0,0.0,1.0,19.0,0
PE32,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,850.0,3.0,2.0,0.0,0.0,8.0,0.0,0.0,45.0,0.0,2.0,0.0,0.0,1.0,114.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x00040000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,27.0,0.0,0.0,3.0,0.0,13.0,141.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00200000,0x00000000,0x00000000,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x0000000000040000,0x00000000,0x00000000,262.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,3.0,1.0,0.0,66.0,93.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x00040000,0x00000000,0x00000000,873.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,0.0,3.0,1.0,0.0,1.0,169.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000400000,0x00000000,0x00000000,240.0,2.0,2.0,0.0,0.0,9.0,0.0,5.0,29.0,0.0,1.0,137.0,0.0,1.0,119.0,0
PE32,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,764.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,31.0,0.0,3.0,0.0,0.0,0.0,113.0,0
PE32+,0x0090,0xFFFF,0x008B,0x00100000,0x00000000,0x00000000,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,121.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,133.0,0.0,1.0,0.0,0.0,11.0,0.0,3.0,38.0,0.0,2.0,2.0,0.0,0.0,21.0,0
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,648.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,42.0,0.0,0.0,3.0,0.0,3.0,135.0,0
PE32,0x006C,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,867.0,0.0,1.0,0.0,0.0,11.0,0.0,4.0,27.0,4.0,0.0,2.0,0.0,4.0,87.0,0
PE32,0x5245,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,7.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,21.0,0.0,2.0,3.0,0.0,6.0,254.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,1.0,3.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,888.0,3.0,1.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,3.0,0.0,0.0,0.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,646.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000200000,0x00000000,0x00000000,898.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,1.0,0.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,809.0,3.0,1.0,0.0,0.0,11.0,0.0,0.0,43.0,0.0,0.0,3.0,0.0,0.0,219.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,2.0,0.0,0.0,11.0,0.0,5.0,45.0,0.0,0.0,0.0,0.0,2.0,0.0,0
PE32,0x0040,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,33.0,0.0,3.0,0.0,0.0,0.0,237.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000400000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,18.0,0
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0,857.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,5.0,0.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000080000,0x00000000,0x00000000,836.0,0.0,1.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x00400000,0x00000000,0,902.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,2.0,0.0,0.0,0.0,0
PE32,0x0050,0xFFFF,0x00B8,1048576,0,0,12244.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,40.0,0.0,0.0,2.0,0.0,22.0,0.0,0
PE32,0x0050,0xFFFF,0x00B8,0x01000000,0x00000000,0x00000000,504.0,0.0,0.0,26.0,0.0,6.0,0.0,0.0,27.0,0.0,3.0,3.0,0.0,5.0,0.0,0
PE32+,0x0050,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,874.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,2.0,3.0,0.0,31.0,13.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,6157.0,1.0,2.0,0.0,0.0,12.0,0.0,4.0,27.0,0.0,3.0,2.0,0.0,0.0,21.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000080000,0x00000000,0x00000000,606.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,1269.0,0
PE32,0x0090,0xFFFF,0x00B8,1048576,0x00000000,0x00000000,880.0,2.0,10.0,0.0,0.0,11.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,2.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,27.0,0.0,0.0,3.0,0.0,1.0,0.0,0
PE32,0xE2CB,0x9A02,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,881.0,47.0,0.0,0.0,0.0,62.0,0.0,4.0,45.0,0.0,0.0,1.0,0.0,1.0,0.0,0
PE32,0x0050,0xFFFF,0x00B8,1048576,0,0x00000000,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,42.0,0.0,3.0,3.0,0.0,31.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,1048576,0x00000000,0x00000000,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,27.0,0.0,3.0,3.0,0.0,5.0,18.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,246.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,27.0,0.0,0.0,3.0,0.0,5.0,203.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00040000,0x00000000,0x00000000,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,36.0,0.0,0.0,0.0,0.0,0.0,41.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,879.0,3.0,2.0,0.0,0.0,9.0,0.0,9.0,42.0,0.0,1.0,2.0,0.0,2.0,100.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,276.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00200000,0x00000000,0x00000000,459.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,21.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,654.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,41.0,0.0,2.0,3.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,1048576,0x00000000,0x00000000,726.0,0.0,1.0,0.0,0.0,11.0,0.0,2.0,31.0,0.0,0.0,3.0,0.0,0.0,15.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,806.0,0.0,1.0,0.0,0.0,11.0,0.0,51.0,33.0,0.0,0.0,3.0,0.0,1.0,21.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,157.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,44.0,0.0,3.0,0.0,0.0,0.0,240.0,0
PE32,0x006C,0xFFFF,0x00B8,0x00180000,0x00000000,0,784.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,56.0,0.0,1.0,0.0,18.0,3.0,27.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,834.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,3.0,0.0,0.0,0.0,18.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,739.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00040000,0x00000000,0x00000000,414.0,3.0,1.0,4.0,0.0,11.0,1.0,0.0,45.0,0.0,3.0,0.0,0.0,1.0,207.0,0
PE32,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,874.0,1.0,0.0,0.0,0.0,11.0,0.0,4.0,43.0,0.0,3.0,0.0,0.0,1.0,667.0,0
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,792.0,0.0,15.0,0.0,0.0,10.0,0.0,4.0,21.0,0.0,3.0,3.0,0.0,2.0,21.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,4496.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,122.0,0.0,1.0,6.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,19.0,2.0,0.0,0.0,0.0,0.0,15.0,29.0,0.0,0.0,3.0,0.0,1.0,0.0,0
PE32,0x0090,0x4550,0x00B8,0x00100000,0x00000000,0x00000000,894.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,0.0,3.0,0.0,0.0,0.0,21.0,0
PE32,0x0090,0xFFFF,0x00B0,0x0000000000200000,0x00000000,0x00000000,780.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,2.0,0.0,0.0,8.0,153.0,0
PE32,0x0050,0xFFFF,0x00B8,1048576,0,0x32434550,0.0,115.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,0.0,3.0,3.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,592.0,0.0,0.0,5.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,274.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,27.0,0.0,0.0,3.0,0.0,3.0,0.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,1.0,0.0,3.0,12.0,0.0,0.0,29.0,0.0,3.0,2.0,0.0,13.0,11.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,422.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,33.0,0.0,2.0,0.0,0.0,4.0,0.0,0
PE32,0x0050,0xFFFF,0x00B8,4194304,0x00000000,0x00000000,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,61.0,0.0,3.0,0.0,0.0,3.0,6.0,0
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,482.0,2.0,2.0,0.0,0.0,9.0,1.0,4.0,29.0,0.0,3.0,2.0,0.0,0.0,16.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,45.0,0.0,3.0,3.0,0.0,0.0,18.0,0
PE32,0x0040,0xFFFF,0x00B8,0x00200000,0x00000000,0x00000000,594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,3.0,3.0,0.0,1.0,36.0,0
PE32+,0x0090,0xFFFF,0x008B,0x0000000000200000,0x00000000,0x00000000,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,10.0,707.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000400000,0x00000000,0x00000000,619.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,889.0,2.0,1.0,0.0,0.0,11.0,0.0,3.0,27.0,0.0,1.0,3.0,3.0,1.0,19.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,341.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,28.0,0.0,3.0,2.0,0.0,2.0,20.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,369.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,28.0,0.0,0.0,3.0,0.0,12.0,0.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,560.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,0.0,0.0,3.0,0.0,0.0,0.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,664.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0,17.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00040000,0x00000000,0x00000000,5474.0,3.0,2.0,0.0,0.0,3.0,0.0,4.0,39.0,0.0,104.0,0.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,778.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,34.0,0.0,3.0,3.0,0.0,2.0,0.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,876.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,28.0,0.0,2.0,3.0,0.0,8.0,15.0,0
PE32,0x0080,0xFFFF,0x00B8,0x00200000,0x00000000,0x00000000,735.0,1.0,12.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,1.0,3.0,0.0,0.0,60.0,0
PE32,0x0090,0xFFFF,0x00B8,0x0000000000080000,0x00000000,0x00000000,0.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,28.0,0.0,2.0,2.0,0.0,2.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,840.0,0.0,2.0,0.0,0.0,11.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,3.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,1048576,0,0x00000000,873.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,3.0,0.0,0.0,21.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,2.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,1.0,21.0,0
PE32,0x0090,0xFFFF,0x00B8,0x01000000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,44.0,0.0,2.0,3.0,0.0,8.0,20.0,0
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,344.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,43.0,0.0,0.0,2.0,0.0,3.0,0.0,0
PE32+,0x0090,0xFFFF,0x0000,0x00100000,0x00000000,0x00000000,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,25.0,40.0,0
PE32+,0x0040,0xFFFF,0x00B8,0x0000000000400000,0x00000000,0x00000000,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,28.0,0.0,0.0,2.0,0.0,2.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,891.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,27.0,0.0,2.0,2.0,0.0,0.0,20.0,0
PE32+,0x5245,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,8.0,3.0,0.0,0.0,0.0,242.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000200000,0x00000000,0x00000000,884.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,0.0,3.0,3.0,0.0,1.0,20.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,97.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,45.0,0.0,0.0,0.0,0.0,0.0,18.0,0
PE32,0x0090,0xFFFF,0xB023,0x00100000,0x00000000,0x00000000,73.0,0.0,2.0,0.0,0.0,11.0,0.0,2.0,27.0,0.0,0.0,1.0,0.0,1.0,20.0,0
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,824.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,32.0,0.0,3.0,2.0,0.0,8.0,281.0,0
PE32,0x0050,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,902.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,28.0,0.0,0.0,3.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,619.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,29.0,0.0,2.0,2.0,0.0,0.0,245.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,33.0,0.0,3.0,0.0,0.0,0.0,112.0,0
PE32,0x0090,0xFFFF,0x3CC0,0x00100000,0x00000000,0x00000000,863.0,0.0,2.0,0.0,0.0,0.0,1.0,15.0,44.0,0.0,3.0,0.0,0.0,1.0,0.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,778.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,21290.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45.0,0.0,0.0,2.0,0.0,1.0,102.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,881.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0
PE32,0x0040,0xFFFF,0x00B8,0x00200000,0x00000000,0x00000000,901.0,2.0,2.0,0.0,0.0,11.0,0.0,0.0,29.0,0.0,3.0,3.0,0.0,1.0,20.0,0
PE32,0x0090,0xAFCF,0x00B8,0x00200000,0x00000000,0x00000000,381.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,27.0,0.0,3.0,0.0,0.0,0.0,20.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,3.0,3.0,0.0,2.0,0.0,0
PE32+,0x6166,0xFFFF,0x00B8,0x0000000000400000,0x00000000,0x00000000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,28.0,0.0,3.0,3.0,0.0,2.0,29.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,531.0,0.0,2.0,0.0,0.0,11.0,0.0,4.0,41.0,0.0,0.0,3.0,0.0,5.0,0.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000100000,0x00000000,0x00000000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,3.0,0.0,2.0,373.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x0000000000200000,0x00000000,0x00000000,433.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0,3.0,0.0,0.0,0.0,0.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,893.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,36.0,0.0,3.0,0.0,0.0,4.0,210.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,859.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,0.0,0.0,2.0,0.0,0.0,3.0,0
PE32,0x0090,0xFFFF,0x00B8,0x0000000000400000,0x00000000,0x00000000,837.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,45.0,0.0,1.0,1.0,0.0,1.0,16.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,6694.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,27.0,0.0,2.0,3.0,0.0,8.0,15.0,0
PE32,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,857.0,0.0,1.0,0.0,0.0,11.0,0.0,4.0,45.0,0.0,0.0,2.0,0.0,2.0,2.0,0
PE32+,0x0090,0xFFFF,0x00B8,0x00100000,0x00000000,0x00000000,860.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,44.0,0.0,3.0,0.0,0.0,4.0,205.0,0
